X,Y1,Y2
"respondieron-, vuestra merced que me habla debe de ser mi señor don Quijote de la Mancha, y aun en el órgano de la voz no es otro, sin duda.",0,0
"En verdad en verdad que envié ayer a la ciudad a vender más de cincuenta; pero, fuera de pollas, pida vuestra merced lo que quisiere.",0,0
No me parece mal esa humildad,0,1
"Desa manera, aquel plato de perdices que están allí asadas y, a mi parecer, bien sazonadas no me harán algún daño.",0,0
"Llegó de tropel la estendida y gruñidora piara, y sin tener respeto a la autoridad de don Quijote, ni a la de Sancho, pasaron por cima de los dos, deshaciendo las trincheas de Sancho y derribando no solo a don Quijote, sino llevando por añadidura a Rocinante.",1,0
"Decíanme mis padres que en sola mi virtud y bondad dejaban y depositaban su honra y fama, y que considerase la desigualdad que había entre mí y don Fernando, y que por aquí echaría de ver que sus pensamientos (aunque él dijese otra cosa) más se encaminaban a su gusto que a mi provecho, y que si yo quisiese poner en alguna manera algún inconveniente para que él se dejase de su injusta pretensión, que ellos me casarían luego con quien yo más gustase, así de los más principales de nuestro lugar como de todos los circunvecinos, pues todo se podía esperar de su mucha hacienda y de mi buena fama.",1,0
"En esta sé que se hallará todo lo que se acertare a desear en la más apacible; y si algo bueno en ella faltare, para mí tengo que fue por culpa del galgo de su autor, antes que por falta del sujeto.",1,0
"Venga Vuestra Excelencia con la salud que es deseado, que ya estará Persiles para besarle las manos, y yo los pies, como criado que soy de Vuestra Excelencia.",1,0
"dicha, cortaba como una navaja y no había armadura, por fuerte y encantada que fuese, que se le parase delante.",1,0
"En efecto, él, con toda diligencia, minó la roca de su entereza, con tales pertrechos, que aunque Camila fuera toda de bronce viniera al suelo.",1,0
"Querría que vuestra discreción la leyese, porque me parece que va conforme a lo de gobernador, digo, al modo que deben de escribir los gobernadores.",0,0
detrás de un recuesto que cerca de allí se mostraba había un valle de más yerba y mucho mejor que aquel donde parar querían.,1,0
"pasada, la cual no quiere su historiador contar ahora, por acudir a Sancho Panza, que andaba muy solícito y muy gracioso en su gobierno.",1,0
"Así que, ¡oh Sancho!, mudad de opinión, y cuando seáis gobernador, ocupaos en la caza y veréis como os vale un pan por ciento.",0,0
A mí me parece,0,1
En una lo diré,0,1
"Finalmente, no pasaron muchos meses después que vino de Salamanca, cuando un día remaneció vestido de pastor, con su cayado y pellico, habiéndose quitado los hábitos largos que como escolar traía; y juntamente se vistió con él de pastor otro su grande amigo, llamado Ambrosio, que había sido su compañero en los estudios.",0,0
Yo soy el que tengo de serviros y acompañaros,0,1
"Solo Lotario era este, que con toda solicitud y advertimiento miraba por la honra de su amigo y procuraba dezmar, frisar y acortar los días del concierto del ir a su casa, porque no pareciese mal al vulgo ocioso y a los ojos vagabundos y maliciosos la entrada de un mozo rico, gentilhombre y bien nacido, y de las buenas partes que él pensaba que tenía, en la casa de una mujer tan hermosa como Camila; que puesto que su bondad y valor podía poner freno a toda maldiciente lengua, todavía no quería poner en duda su crédito ni el de su amigo, y por esto los más de los días del concierto los ocupaba y entretenía en otras cosas",1,0
"mentira autorizada de los tiempos-, príncipe de la mágica y monarca y archivo de la ciencia zoroástrica, émulo a las edades y a los siglos que solapar pretenden las hazañas de los andantes bravos caballeros, a quien yo tuve y tengo gran cariño.",0,0
"Todo esto escuchaba Sancho, no con poco dolor de su ánima, viendo que se le desparecían e iban en humo las esperanzas de su ditado y que la linda princesa Micomicona se le había vuelto en Dorotea, y el gigante en don Fernando, y su amo se estaba durmiendo a sueño suelto, bien descuidado de todo lo sucedido.",1,0
"Siguió don Antonio Moreno al Caballero de la Blanca Luna, y siguiéronle también, y aun persiguiéronle, muchos muchachos, hasta que le cerraron en un mesón dentro de la ciudad.",1,0
"Seas tenido por falso desde Sevilla a Marchena, desde Granada hasta Loja, de Londres a Ingalaterra.",1,0
"«No fue sino yo», respondió el otro.",0,1
"En llegándose a juntar se saludaron cortésmente y, preguntándose los unos a los otros dónde iban, supieron que todos se encaminaban al lugar del entierro y, así, comenzaron a caminar todos juntos.",1,0
"dijo don Quijote-, que eres un mentecato, y perdóname, y basta.",0,0
"respondió la afligida doncella-, si primero por la vuestra cortesía no me es otorgado el don que pido.",0,0
"solo no me ablandaba, pero me endurecía de manera como si fuera mi mortal enemigo y que todas las obras que para reducirme a su voluntad hacía las hiciera para el efeto contrario; no porque a mí me pareciese mal la gentileza de don Fernando, ni que tuviese a demasía sus solicitudes, porque me daba un no sé qué de contento verme tan querida y estimada de un tan principal caballero, y no me pesaba ver en sus papeles mis alabanzas (que en esto, por feas que seamos las mujeres, me parece a mí que siempre nos da gusto el oír que nos llaman hermosas), pero a todo esto se opone mi honestidad, y los consejos continuos que mis padres",1,0
"respondió el primo- está una ermita, donde hace su habitación un ermitaño que dicen ha sido soldado y está en opinión de ser un buen cristiano, y muy discreto, y caritativo además.",0,0
No nos debemos nada,0,1
que al mal de quien la causa no se sabe milagro es acertar la medicina.,1,0
"No más, señor",0,1
"Llevaba la espada sobre el hombro, y en ella puesto un bulto o envoltorio, al parecer de sus vestidos, que al parecer debían de ser los calzones o greguescos, y herreruelo y alguna camisa, porque traía puesta una ropilla de terciopelo con algunas vislumbres de raso, y la camisa, de fuera; las medias eran de seda, y los zapatos cuadrados, a uso de corte; la edad llegaría a diez y ocho o diez y nueve años; alegre de rostro, y al parecer ágil de su persona.",1,0
"Y, así, llamándonos un día a todos tres a solas en un aposento, nos dijo unas razones semejantes a las que ahora diré: «Hijos, para deciros que os quiero bien basta saber y decir que sois mis hijos; y para entender que os quiero mal basta saber que no me voy a la mano en lo que toca a conservar vuestra hacienda.",0,1
Pues lea vuestra merced alto,0,1
"Todo esto he dicho, ama mía, porque veas la diferencia que hay de unos caballeros a otros; y sería razón que no hubiese príncipe que no estimase en más esta segunda, o, por mejor decir, primera especie de caballeros andantes, que, según leemos en sus historias, tal ha habido entre ellos, que ha sido la salud no solo de un reino, sino de muchos.",1,0
"respondió Sancho-: yo pienso darme de manera que sin matarme me duela, que en esto debe de consistir la sustancia deste milagro.",0,0
"Siendo niña fue hermosa, y siempre fue creciendo en belleza, y en la edad de diez y seis años fue hermosísima.",0,1
"Yo te prometo, sobrina",0,1
¡Oh señor!,0,1
"En fin, la suerte me deparó uno, que, diciéndole mi deseo y poniéndole el libro en las manos, le abrió por medio, y, leyendo un poco en él, se comenzó a reír.",1,0
"Llegado, pues, el esperado día, armóse don Quijote, vistióse Sancho, y encima de su rucio, que no le quiso dejar aunque le daban un caballo, se metió entre la tropa de los monteros.",1,0
"En verdad, hermano",0,1
Diose don Quijote una gran palmada en la frente y comenzó a reír muy de gana y dijo:,1,0
"desierto, pues por todos aquellos contornos no había persona que pudiese escucharle, y entonces se acabó de dar por muerto.",1,0
"Es, pues, el caso, señor don Quijote, que aunque vuesa merced me vee sentada en esta silla y en la mitad del reino de Aragón y en hábito de dueña aniquilada y asendereada, soy natural de las Asturias de Oviedo, y de linaje, que atraviesan por él muchos de los mejores de aquella provincia.",0,0
«Hasta ahora,0,1
Tú buscas tus aventuras y ajenas desdichas hallas; das las feridas y niegas el remedio de sanarlas.,1,0
"La hermosura por sí sola atrae las voluntades de cuantos la miran y conocen, y como a señuelo gustoso se le abaten las águilas reales y los pájaros altaneros; pero si a la tal hermosura se le junta la necesidad y estrecheza, también la embisten los cuervos, los milanos y las otras aves de rapiña: y la que está a tantos encuentros firme bien merece llamarse corona de su marido.",0,1
"Esta gentil moza, pues, ayudó a la doncella, y las dos hicieron una muy mala cama a don Quijote en un camaranchón que en otros tiempos daba manifiestos indicios que había servido de pajar muchos años; en la cual también alojaba un arriero, que tenía su cama hecha un poco más allá de la de nuestro don Quijote, y, aunque era de las enjalmas y mantas de sus machos, hacía mucha ventaja a la de don Quijote, que solo contenía cuatro mal lisas tablas sobre dos no muy iguales bancos y un colchón que en lo sutil parecía colcha, lleno de bodoques, que, a no mostrar que eran de lana por algunas roturas, al tiento en la dureza semejaban de",1,0
"Aquí exclamó Benengeli y, escribiendo, dijo: «¡Oh pobreza, pobreza!",0,0
"Fuese luego a ver a Lotario y hallóle en su casa; abrazáronse los dos, y el uno preguntó por las nuevas de su vida o de su muerte.",1,0
"Ven acá, bestia y mujer de Barrabás",0,1
"Hízolo así el capellán, y el retor le dijo que aquel hombre aún se estaba loco, que puesto que hablaba muchas veces como persona de grande entendimiento, al cabo disparaba con tantas necedades, que en muchas y en grandes igualaban a sus primeras discreciones, como se podía hacer la esperiencia hablándole.",0,1
"El caballo mostraba ser frisón, ancho y de color tordillo; de cada mano y pie le pendía una arroba de lana.",1,0
Dijo Tosilos a Sancho:,0,0
¡Mi padre!,0,1
"Que, mía fe, señor, el pobre está inhabilitado de poder mostrar la virtud de liberalidad con ninguno, aunque en sumo grado la posea, y el agradecimiento que solo consiste en el deseo es cosa muerta, como es muerta la fe sin obras.",1,0
"Digo yo, pues, agora",0,1
"Mas, ¡ay, sin ventura!, que se le ha asido una punta del faldellín de uno de los hierros del balcón, y está pendiente en el aire, sin poder llegar al suelo.",0,0
"Fuese la gente, volviéronse el duque y don Quijote al castillo, encerraron a Tosilos, quedaron doña Rodríguez y su hija contentísimas de ver que por una vía o por otra aquel caso había de parar en casamiento, y Tosilos no esperaba menos.",1,0
"No ha sido Dios servido de depararme otra maleta con otros cien escudos como la de marras, pero no te dé pena, Teresa mía, que en salvo está el que repica, y todo saldrá en la colada del gobierno; sino que me ha dado gran pena que me dicen que si una vez le pruebo, que me tengo de comer las manos tras él, y si así fuese, no me costaría muy barato, aunque los estropeados y mancos ya se tienen su calonjía en la limosna que piden: así que por una vía o por otra tú has de ser rica y de buena ventura.",1,0
"Yendo, pues, caminando nuestro flamante aventurero, iba hablando consigo mesmo y diciendo:",1,0
"respondió uno de los cuatro- dar la vida a su padre, que por la ausencia deste caballero queda a peligro de perderla.",0,0
"Que todo esto es en perjuicio de la verdad y en menoscabo de las historias, y aun en oprobrio de los ingenios españoles, porque los estranjeros, que con mucha puntualidad guardan las leyes de la comedia, nos tienen por bárbaros e ignorantes, viendo los absurdos y disparates de las que hacemos.",0,0
"Esta carta recibió Anselmo, y entendió por ella que Lotario había ya comenzado la empresa y que Camila debía de haber respondido como él deseaba; y, alegre sobremanera de tales nuevas, respondió a Camila, de palabra, que no hiciese mudamiento de su casa en modo ninguno, porque él volvería con mucha brevedad.",1,0
"Escucha, mal caballero, detén un poco las riendas, no fatigues las ijadas de tu mal regida bestia.",0,0
"A esa cuenta, dos deben de ser",0,1
"Sé también por espías verdaderas que han entrado en ese lugar cuatro personas disfrazadas para quitaros la vida, porque se temen de vuestro ingenio: abrid el ojo y mirad quién llega a hablaros, y no comáis de cosa que os presentaren.",0,0
Dios haga a vuestra merced muy venturoso caballero y le dé ventura en lides.,0,1
Muriérase ella enhorabuena cuanto quisiera y como quisiera,0,1
Hermano mío,0,1
"dijo el labrador-, pero, por lo mucho que os quiero, quiero acrecentar la deuda, por acrecentar la paga.",0,0
"Todos mostraron alborotarse con la confusa, marcial y triste armonía, especialmente don Quijote, que no cabía en su asiento, de puro alborotado; de Sancho no hay que decir sino que el miedo le llevó a su acostumbrado refugio, que era el lado o faldas de la duquesa, porque real y verdaderamente el son que se escuchaba era tristísimo y malencólico.",1,0
"dijo el mozo-, así me haga vuestra merced dormir en la cárcel como hacerme rey!",0,0
"Fue tan grande el ruido de los cencerros y el mayar de los gatos, que aunque los duques habían sido inventores de la burla, todavía les sobresaltó, y, temeroso don Quijote, quedó pasmado.",1,0
Aún hay sol en las bardas,0,1
"Cuando don Quijote se vio de aquella manera enjaulado y encima del carro, dijo:",1,0
Estas y otras gracias mías son despojos de tu aljaba; desta casa soy doncella y Altisidora me llaman.,1,0
"Pero lo que más me le quitó de las manos y aun del pensamiento de acabarle fue un argumento que hice conmigo mesmo, sacado de las comedias que ahora se representan, diciendo: «Si estas que ahora se usan, así las imaginadas como las de historia, todas o las más son conocidos disparates y cosas que no llevan pies ni cabeza, y, con todo eso, el vulgo las oye con gusto, y las tiene y las aprueba por buenas, estando tan lejos de serlo, y los autores que las componen y los actores que las representan dicen que así han de ser, porque así las quiere el vulgo, y no de otra manera, y que las que llevan traza y siguen",0,1
"Las nuevas que te podré dar, ¡oh amigo Anselmo!",0,1
¿Qué son albogues,0,1
"Alzada y puesta en pie esta muerte viva, con voz algo dormida y con lengua no muy despierta, comenzó a decir desta manera:",1,0
"Pues con todas estas partes, que suelen ser el todo con que los hombres suelen y pueden vivir contentos, vivo yo el más despechado y el más desabrido hombre de todo el universo mundo, porque no sé qué días a esta parte me fatiga y aprieta un deseo tan estraño y tan fuera del uso común de otros, que yo me maravillo de mí mismo, y me culpo y me riño a solas, y procuro callarlo y encubrillo de mis proprios pensamientos, y así me ha sido posible salir con este secreto como si de industria procurara decillo a todo el mundo.",0,0
"Y yo, que voy a tu lado, ¿no puedo ponerme al del valeroso Pierres, que oprimió este mismo lugar que yo ahora oprimo?",0,0
Luego ¿también,0,1
¡Pecador de mí!,0,1
"Así como suele decirse que parece mal el ejército sin su general y el castillo sin su castellano, digo yo que parece muy peor la mujer casada y moza sin su marido, cuando justísimas ocasiones no lo impiden.",1,0
"respondió don Quijote-, que Él dará lo que más le convenga; pero no apoques tu ánimo tanto, que te vengas a contentar con menos que con ser adelantado.",0,0
Eso me parece,0,1
"Con esto entendimos o imaginamos que alguna mujer que en aquella casa vivía nos debía de haber hecho aquel beneficio, y en señal de que lo agradecíamos hecimos zalemas a uso de moros, inclinando la cabeza, doblando el cuerpo y poniendo los brazos sobre el pecho.",1,0
Eso será como yo quisiere o como el cielo lo ordenare,0,1
"No seas siempre riguroso, ni siempre blando, y escoge el medio entre estos dos estremos, que en esto está el punto de la discreción.",1,0
"dijo Sancho-, pero cuando a mí me manteaban como a miembro, se estaba mi cabeza detrás de las bardas, mirándome volar por los aires, sin sentir dolor alguno; y pues los miembros están obligados a dolerse del mal de la cabeza, había de estar obligada ella a dolerse dellos.",0,0
"mejor no haber sido tan fácil en creer promesas de enamorados, las cuales por la mayor parte son ligeras de prometer y muy pesadas de cumplir; y, así, con licencia del duque mi señor, yo me partiré luego en busca dese desalmado mancebo, y le hallaré y le desafiaré y le mataré cada y cuando que se escusare de cumplir la prometida palabra.",1,0
"Pues en tiempo deste buen rey fue instituida aquella famosa orden de caballería de los caballeros de la Tabla Redonda, y pasaron, sin faltar un punto, los amores que allí se cuentan de don Lanzarote del Lago con la reina Ginebra, siendo medianera dellos y sabidora aquella tan honrada dueña Quintañona, de donde nació aquel tan sabido romance, y tan decantado en nuestra España, de Nunca fuera caballero de damas tan bien servido como fuera Lanzarote cuando de Bretaña vino, con aquel progreso tan dulce y tan suave de sus amorosos y fuertes fechos.",1,0
Yo valgo por ciento,0,1
No querría sino que este mozo se volviese y me dejase: quizá con no velle y con la gran distancia del camino que llevamos se me aliviaría la pena que ahora llevo; aunque sé decir que este remedio que me imagino me ha de aprovechar bien poco.,0,0
"En esto comenzó a llover un poco, y quisiera Sancho que se entraran en el molino de los batanes, mas habíales cobrado tal aborrecimiento don Quijote por la pesada burla, que en ninguna manera quiso entrar dentro; y, así, torciendo el camino a la derecha mano, dieron en otro como el que habían llevado el día de antes.",1,0
"Pues mire, señor",0,1
"Toda esta larga arenga (que se pudiera muy bien escusar) dijo nuestro caballero, porque las bellotas que le dieron le trujeron a la memoria la edad dorada, y antojósele hacer aquel inútil razonamiento a los cabreros, que, sin respondelle palabra, embobados y suspensos, le estuvieron escuchando.",1,0
"Apeóse asimismo el duque, y don Quijote, y pusiéronse a sus lados; Sancho se puso detrás de todos, sin apearse del rucio, a quien no osara desamparar, porque no le sucediese algún desmán.",1,0
"Llegó Sancho a su amo marchito y desmayado, tanto, que no podía arrear a su jumento.",1,0
"Por sus pasos contados y por contar , dos días después que salieron de la alameda llegaron don Quijote y Sancho al río Ebro, y el verle fue de gran gusto a don Quijote, porque contempló y miró en él la amenidad de sus riberas, la claridad de sus aguas, el sosiego de su curso y la abundancia de sus líquidos cristales, cuya alegre vista renovó en su memoria mil amorosos pensamientos.",1,0
"Aquí dio fin el canto de la malferida Altisidora y comenzó el asombro del requirido don Quijote, el cual, dando un gran suspiro, dijo entre sí: «¡Que tengo de ser tan desdichado andante que no ha de haber doncella que me mire que de mí no se enamore!",0,0
"dijo uno-, aunque no será menester usar de esa diligencia, que yo me quedaré por todos; y no lo atribuyas a virtud y a poca curiosidad mía, sino a que no me deja andar el garrancho que el otro día me pasó este pie.",0,0
"Este sí que es caballero, y de las escuadras de Cristo: este se llama don San Diego Matamoros, uno de los más valientes santos y caballeros que tuvo el mundo y tiene agora el cielo.",0,0
"dijo Sancho-, que todo será usarlo dos o tres años, que después le vendrá el señorío y la gravedad como de molde; y cuando no, ¿qué importa?",0,0
"Querría yo saber, señora Dolorida",0,1
"magín; pero esotros badulaques y enredos y revoltillos, no se me acuerda ni acordará más dellos que de las nubes de antaño, y, así, será menester que se me den por escrito, que, puesto que no sé leer ni escribir, yo se los daré a mi confesor para que me los encaje y recapacite cuando fuere menester.",1,0
"doña Clara, desmayada.",0,0
Cuatro hombres,0,1
Abrid ese pliego y mirad lo que dice.,0,0
"Dijo luego al huésped que le tuviese mucho cuidado de su caballo, porque era la mejor pieza que comía pan en el mundo.",0,0
"Tienes razón, Sancho",0,1
"Tienes razón, amigo",0,1
"ochenta años, que en todos ellos no durmió un día debajo de tejado, y se fue tan entera a la sepultura como la madre que la había parido.",1,0
"De suerte que, cuando el labrador le volvió a preguntar que cómo estaba y qué sentía, le respondió las mesmas",1,0
"Finalmente Sancho se quedó dormido al pie de un alcornoque, y don Quijote, dormitando al de una robusta encina; pero poco espacio de tiempo había pasado, cuando le despertó un ruido que sintió a sus espaldas, y, levantándose con sobresalto, se puso a mirar y a escuchar de dónde el ruido procedía, y vio que eran dos hombres a caballo, y que el uno, dejándose derribar de la silla, dijo al otro:",1,0
"El pobre honrado (si es que puede ser honrado el pobre ) tiene prenda en tener mujer hermosa, que cuando se la quitan, le quitan la honra y se la matan.",0,1
"Lo mismo hicieron de sus jumentos el primo y Sancho, dando a Rocinante el mejor pesebre y el mejor lugar de la caballeriza.",0,0
"A cuyas palabras y furibundos ademanes quedó Sancho tan encogido y medroso, que se holgara que en aquel instante se abriera debajo de sus pies la tierra y le tragara, y no supo qué hacerse, sino volver las espaldas y quitarse de la enojada presencia de su señor.",0,0
"Dejad, dejad a la miserable que triunfe, se goce y ufane con la suerte que Amor quiso darle en rendirle mi corazón y entregarle mi alma.",1,0
Sí sería,0,1
"Todo lo miraba Sancho, admirado del ardimiento de su señor, y decía entre sí:",1,0
"Abajó la cabeza don Quijote y hizo reverencia a los duques y a todos los circunstantes, y volviendo las riendas a Rocinante, siguiéndole Sancho sobre el rucio, se salió del castillo, enderezando su camino a Zaragoza.",1,0
Todo eso fuera bien escusado,0,1
Ni por pienso,0,1
"Cubriéronse, y sintiendo don Quijote que estaba como había de estar, tentó la clavija, y apenas hubo puesto los dedos en ella cuando todas las dueñas y cuantos estaban presentes levantaron las voces, diciendo:",1,0
"Con todo eso, vamos allá, Sancho",0,1
"Mas apenas hubo salido de la venta, cuando le vino al cura un pensamiento: que hacía mal en haberse puesto de aquella manera, por ser cosa indecente que un sacerdote se pusiese así, aunque le fuese mucho en ello; y diciéndoselo al barbero, le rogó que trocasen trajes, pues era más justo que él fuese la doncella menesterosa, y que él haría el escudero, y que así se profanaba menos su dignidad; y que si no lo quería hacer, determinaba de no pasar adelante, aunque a don Quijote se le llevase el diablo.",1,0
"Parecióme la trova de perlas, y su voz, de almíbar, y después acá, digo, desde entonces, viendo el mal en que caí por estos y otros semejantes versos, he considerado que de las buenas y concertadas repúblicas se habían de desterrar los poetas, como aconsejaba Platón, a lo menos los lascivos, porque escriben unas coplas, no como las del marqués de Mantua, que entretienen y hacen llorar los niños y a las mujeres, sino unas agudezas que a modo de blandas espinas os atraviesan el alma y como rayos os hieren en ella, dejando sano el vestido.",1,0
"Había ya vuelto en este tiempo de su parasismo don Quijote, y con el mesmo tono de voz con que el día antes había llamado a su escudero, cuando estaba tendido en el val de las estacas, le comenzó a llamar, diciendo:",1,0
"Dio lugar la aurora al sol, que, un rostro mayor que el de una rodela, por el más bajo horizonte poco a poco se iba levantando.",1,0
Yo haré que no lo sea,0,1
"Era la noche algo escura, puesto que la luna estaba en el cielo, pero no en parte que pudiese ser vista, que tal vez la señora Diana se va a pasear a los antípodas y deja los montes negros y los valles escuros.",1,0
"A lo que respondió Sancho, todo encendido en cólera:",0,0
"¿Qué es lo que dices, Sancho amigo?",0,1
"En resolución, así como Camila es cifra de toda belleza, es archivo donde asiste la honestidad y vive el comedimiento y el recato y todas las virtudes que pueden hacer loable y bien afortunada a una honrada mujer.",0,0
¿Otro reprochador de voquibles tenemos?,0,1
Sí traía,0,1
"¡No en mis días, marido!",0,0
"Abrióle, y estuvo un buen espacio mirándole y construyéndole, murmurando entre los dientes.",1,0
"prosiguió Sancho-, y apenas me hube estremecido, cuando, faltando las estacas, di conmigo en el suelo una gran caída; miré por el jumento, y no le vi; acudiéronme lágrimas a los ojos, y hice una lamentación que, si no la puso el autor de nuestra historia, puede hacer cuenta que no puso cosa buena.",0,0
"respondió Sancho-: solo sé que vendré a ser tan desdichado, que, por no hallar esta cabeza, se me ha de deshacer mi condado como la sal en el agua.",0,0
Pues no tenga pena,0,1
"Venía cubierto el rostro con un trasparente velo negro, por quien se entreparecía una longísima barba, blanca como la nieve.",1,0
"El tropel, el gruñir, la presteza con que llegaron los animales inmundos, puso en confusión y por el suelo a la albarda, a las armas, al rucio, a Rocinante, a Sancho y a don Quijote.",1,0
"Eso haré yo de muy buena gana, señor mío",0,1
"Y en diciendo esto don Fernando, Cardenio y todos los demás se le ofrecieron con todo lo a ellos posible para servirle, con palabras y razones tan amorosas y tan verdaderas, que el capitán se tuvo por bien satisfecho de sus voluntades.",0,0
"Dice la historia que era grandísima la atención con que don Quijote escuchaba al astroso Caballero de la Sierra, el cual, prosiguiendo su plática, dijo:",1,0
"Para mi santiguada que tengo por cierto que si Reinaldos de Montalbán hubiera oído estas razones al hombrecito, tapaboca le hubiera dado, que no hablara más en tres años.",1,0
"Carrasco y la de tu compadre, por quitarme la gloria del vencimiento de las manos.",1,0
Y yo ni más ni menos,0,1
"Llegaron, pues, a ella; preguntaron al huésped si había posada; fueles respondido que sí, con toda la comodidad y regalo que pudiera hallar en Zaragoza.",1,0
¿Quién se queja?,0,0
"Pues ¿cómo vos, siéndolo deste tan buen señor",0,1
"Es verdad que, para probar si era fuerte y podía estar al riesgo de una cuchillada, sacó su espada y le dio dos golpes, y con el primero y en un punto deshizo lo que había hecho en una semana; y no dejó de parecerle mal la facilidad con que la había hecho pedazos, y, por asegurarse deste peligro, la tornó a hacer de nuevo, poniéndole unas barras de hierro por de dentro, de tal manera, que él quedó satisfecho de su fortaleza y, sin querer hacer nueva experiencia della, la diputó y tuvo por celada finísima de encaje.",1,0
Dio voces llamando a don Quijote que le favoreciese.,1,0
Si eso es así,0,1
¿Pues cómo supo mi padre,0,1
"respondió Sancho-, allá puede correr y pasar con los rufianes y peleantes que dice, pero con los escuderos de los caballeros andantes, ni por pienso.",0,0
"descabalar la decencia del señor don Quijote, que, según se me ha traslucido, la que más campea entre sus muchas virtudes es la de la honestidad.",1,0
Todo va bien hasta agora,0,1
Desa manera,0,1
Has hablado y apuntado muy bien,0,1
Pues el mío,0,1
Ese nombre es de moro,0,1
"Pasó, pues, el hallarla en esta manera:",1,0
Dios nos la dé buena,0,1
"No consintió el cura que le tocasen,sino púsose en la cabeza un birretillo de lienzo colchado que llevaba para dormir de noche, y ciñóse por la frente una liga de tafetán negro, y con otra liga hizo un antifaz con que se cubrió muy bien las barbas y el rostro; encasquetóse su sombrero, que era tan grande, que le podía servir de quitasol, y, cubriéndose su herreruelo, subió en su mula a mujeriegas, y el barbero en la suya, con su barba que le llegaba a la cintura, entre roja y blanca, como aquella que, como se ha dicho, era hecha de la cola de un buey barroso.",1,0
"Volvió de allí a pocos días Anselmo a su casa y no echó de ver lo que faltaba en ella, que era lo que en menos tenía y más estimaba.",1,0
"Con la alegría, contento y ufanidad que se ha dicho seguía don Quijote su jornada, imaginándose por la pasada vitoria ser el caballero andante más valiente que tenía en aquella edad el mundo; daba por acabadas y a felice fin conducidas cuantas aventuras pudiesen sucederle de allí adelante; tenía en poco a los encantos y a los encantadores; no se acordaba de los inumerables palos que en el discurso de sus caballerías le habían dado, ni de la pedrada que le derribó la mitad de los dientes, ni del desagradecimiento de los galeotes, ni del atrevimiento y lluvia de estacas de los yangüeses; finalmente, decía entre sí que si él hallara arte, modo o manera como desencantar a su señora",1,0
"Todo lo oía Camacho, y todo le tenía suspenso y confuso, sin saber qué hacer ni qué decir; pero las voces de los amigos de Basilio fueron tantas, pidiéndole que consintiese que Quiteria le diese la mano de esposa, porque su alma no se perdiese partiendo desesperado desta vida, que le movieron y aun forzaron a decir que si Quiteria quería dársela, que él se contentaba, pues todo era dilatar por un momento el cumplimiento de sus deseos.",0,0
"En tanto, don Quijote se encerró con Sancho en su aposento y, estando solos, le dijo:",1,0
"Sucedió, pues, que en más de seis días no le sucedió cosa digna de ponerse en escritura, al cabo de los cuales, yendo fuera de camino, le tomó la noche entre unas espesas encinas o alcornoques, que en esto no guarda la puntualidad Cide Hamete que en otras cosas suele.",1,0
¿Y a quién llaman don Sancho Panza?,0,1
"¡Tente, ladrón, malandrín, follón, que aquí te tengo y no te ha de valer tu cimitarra!",0,0
Pues ¿cómo?,0,1
"Saavedra, el cual, con haber hecho cosas que quedarán en la memoria de aquellas gentes por muchos años, y todas por alcanzar libertad, jamás le dio palo, ni se lo mandó dar, ni le dijo mala palabra; y por la menor cosa de muchas que hizo temíamos todos que había de ser empalado, y así lo temió él más de una vez; y si no fuera porque el tiempo no da lugar, yo dijera ahora algo de lo que este soldado hizo, que fuera parte para entreteneros y admiraros harto mejor que con el cuento de mi historia.",1,0
"Si no se dejan ver, déjanse sentir",0,1
"dijo a esta sazón Sancho Panza-, o por otro nombre el Caballero de la Triste Figura.",0,0
Tan alta es,0,1
"Grande gusto recebían el cura y el barbero de oír el coloquio de los tres, pero don Quijote, temeroso que Sancho se descosiese y desbuchase algún montón de maliciosas necedades y tocase en puntos que no le estarían bien a su crédito, le llamó, y hizo a las dos que callasen y le dejasen entrar.",0,0
"respondió el labrador-, y hacedme placer de veniros conmigo, que yo juro por todas las órdenes que de caballerías hay en el mundo de pagaros, como tengo dicho, un real sobre otro, y aun sahumados.",0,0
"Por cierto, Sancho",0,1
y ahorraréis la vuelta».,0,0
"Si gustáis, señores, que os diga en breves razones la inmensidad de mis desventuras, habéisme de prometer de que con ninguna pregunta ni otra cosa no interromperéis el hilo de mi triste historia; porque en el punto que lo hagáis, en ese se quedará lo que fuere contando.",0,0
"dijo don Quijote-, mucha diferencia hay de las obras que se hacen por amor a las que se hacen por agradecimiento.",0,0
"Que esta reliquia guardo para el duro trance que me amenaza mi porfía, que en tu mismo rigor se fortalece.",1,0
"Y a Dios, el cual te guarde de que ninguno te tenga lástima.",1,0
"Ya en este tiempo estaban el duque y la duquesa puestos en una galería que caía sobre la estacada, toda la cual estaba coronada de infinita gente que esperaba ver el riguroso trance nunca visto.",1,0
"dijo don Quijote-, no consentiré yo que te toquen en el pelo de la ropa; que si la otra vez se burlaron contigo, fue porque no pude yo saltar las paredes del corral, pero ahora estamos en campo raso, donde podré yo como quisiere esgremir mi espada.",0,0
"Entraron a don Quijote en una sala, desarmóle Sancho, quedó en valones y en jubón de camuza, todo bisunto con la mugre de las armas: el cuello era valona a lo estudiantil, sin almidón y sin randas; los borceguíes eran datilados, y encerados los zapatos.",0,0
dijo el otro-.,0,1
