,Sex_female,Age,Pclass2_1ra,Pclass2_2da,Family,Family2_couple,Family2_family,Fare2,Cabin2,Embarked2_C,Embarked2_Q,Embarked2_X
253,0.0,30.0,0.0,0.0,1.0,1.0,0.0,2.8390784635086144,0.0,0.0,0.0,0.0
254,1.0,41.0,0.0,0.0,2.0,0.0,1.0,3.0545906305603445,0.0,0.0,0.0,0.0
255,1.0,29.0,0.0,0.0,2.0,0.0,1.0,2.7878344138303452,0.0,1.0,0.0,0.0
256,1.0,30.0,1.0,0.0,0.0,0.0,0.0,4.384523514872469,0.0,1.0,0.0,0.0
257,1.0,30.0,1.0,0.0,0.0,0.0,0.0,4.471638793363569,1.0,0.0,0.0,0.0
258,1.0,35.0,1.0,0.0,0.0,0.0,0.0,6.240917354759096,0.0,1.0,0.0,0.0
259,1.0,50.0,0.0,1.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
260,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
261,0.0,3.0,0.0,0.0,6.0,0.0,1.0,3.4777725458882283,0.0,0.0,0.0,0.0
262,0.0,52.0,1.0,0.0,2.0,0.0,1.0,4.390118804571218,1.0,0.0,0.0,0.0
263,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
264,1.0,23.5,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
265,0.0,36.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
266,0.0,16.0,0.0,0.0,5.0,0.0,1.0,3.705920919968788,0.0,0.0,0.0,0.0
267,0.0,25.0,0.0,0.0,1.0,1.0,0.0,2.1719067693519296,0.0,0.0,0.0,0.0
268,1.0,58.0,1.0,0.0,1.0,1.0,0.0,5.039951348430309,1.0,0.0,0.0,0.0
269,1.0,35.0,1.0,0.0,0.0,0.0,0.0,4.91730069488021,1.0,0.0,0.0,0.0
270,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.4657359027997265,0.0,0.0,0.0,0.0
271,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,1.0,41.0,0.0,1.0,1.0,1.0,0.0,3.0204248861443626,0.0,0.0,0.0,0.0
273,0.0,37.0,1.0,0.0,1.0,1.0,0.0,3.4242626545931514,1.0,1.0,0.0,0.0
274,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
275,1.0,63.0,1.0,0.0,1.0,1.0,0.0,4.368919865004903,1.0,0.0,0.0,0.0
276,1.0,45.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,0.0,0.0
277,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,7.0,0.0,0.0,5.0,0.0,1.0,3.405355391810819,0.0,0.0,1.0,0.0
279,1.0,35.0,0.0,0.0,2.0,0.0,1.0,3.056356895370426,0.0,0.0,0.0,0.0
280,0.0,65.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
281,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.180891922715322,0.0,0.0,0.0,0.0
282,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.3513752571634776,0.0,0.0,0.0,0.0
283,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
284,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.295836866004329,1.0,0.0,0.0,0.0
285,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.2682524139135403,0.0,1.0,0.0,0.0
286,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.3513752571634776,0.0,0.0,0.0,0.0
287,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
288,0.0,42.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
289,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
290,1.0,26.0,1.0,0.0,0.0,0.0,0.0,4.380149874661021,0.0,0.0,0.0,0.0
291,1.0,19.0,1.0,0.0,1.0,1.0,0.0,4.5226490762785785,1.0,1.0,0.0,0.0
292,0.0,36.0,0.0,1.0,0.0,0.0,0.0,2.630088659632498,1.0,1.0,0.0,0.0
293,1.0,24.0,0.0,0.0,0.0,0.0,0.0,2.2874714551839976,0.0,0.0,0.0,0.0
294,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
295,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.357621598945279,0.0,1.0,0.0,0.0
296,0.0,23.5,0.0,0.0,0.0,0.0,0.0,2.1076888046179385,0.0,1.0,0.0,0.0
297,1.0,2.0,1.0,0.0,3.0,0.0,1.0,5.027492411162679,1.0,0.0,0.0,0.0
298,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.449987545831587,1.0,0.0,0.0,0.0
299,1.0,50.0,1.0,0.0,1.0,1.0,0.0,5.515526544247129,1.0,1.0,0.0,0.0
300,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
301,0.0,24.0,0.0,0.0,2.0,0.0,1.0,3.188416617383492,0.0,0.0,1.0,0.0
302,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,1.0,32.5,0.0,1.0,0.0,0.0,0.0,2.5915163848462583,1.0,0.0,1.0,0.0
304,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
305,0.0,22.0,1.0,0.0,3.0,0.0,1.0,5.027492411162679,1.0,0.0,0.0,0.0
306,1.0,30.0,1.0,0.0,0.0,0.0,0.0,4.717456363787216,0.0,1.0,0.0,0.0
307,1.0,17.0,1.0,0.0,1.0,1.0,0.0,4.699570861409576,1.0,1.0,0.0,0.0
308,0.0,30.0,0.0,1.0,1.0,1.0,0.0,3.218875824868201,0.0,1.0,0.0,0.0
309,1.0,30.0,1.0,0.0,0.0,0.0,0.0,4.0592215752427645,1.0,1.0,0.0,0.0
310,1.0,24.0,1.0,0.0,0.0,0.0,0.0,4.432699549165613,1.0,1.0,0.0,0.0
311,1.0,18.0,1.0,0.0,4.0,0.0,1.0,5.5735788721243535,1.0,1.0,0.0,0.0
312,1.0,26.0,0.0,1.0,2.0,0.0,1.0,3.295836866004329,0.0,0.0,0.0,0.0
313,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
314,0.0,43.0,0.0,1.0,2.0,0.0,1.0,3.305053521109253,0.0,0.0,0.0,0.0
315,1.0,26.0,0.0,0.0,0.0,0.0,0.0,2.180891922715322,0.0,0.0,0.0,0.0
316,1.0,24.0,0.0,1.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
317,0.0,54.0,0.0,1.0,0.0,0.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0
318,1.0,31.0,1.0,0.0,2.0,0.0,1.0,5.11118445372147,1.0,0.0,0.0,0.0
319,1.0,40.0,1.0,0.0,2.0,0.0,1.0,4.908971640319756,1.0,1.0,0.0,0.0
320,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
321,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
322,1.0,30.0,0.0,1.0,0.0,0.0,0.0,2.5915163848462583,0.0,0.0,1.0,0.0
323,1.0,22.0,0.0,1.0,2.0,0.0,1.0,3.4011973816621555,0.0,0.0,0.0,0.0
324,0.0,10.0,0.0,0.0,10.0,0.0,1.0,4.256321678298823,0.0,0.0,0.0,0.0
325,1.0,36.0,1.0,0.0,0.0,0.0,0.0,4.91730069488021,1.0,1.0,0.0,0.0
326,0.0,61.0,0.0,0.0,0.0,0.0,0.0,1.9792758428991135,0.0,0.0,0.0,0.0
327,1.0,36.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,1.0,0.0,0.0,0.0
328,1.0,31.0,0.0,0.0,2.0,0.0,1.0,3.0692150503137943,0.0,0.0,0.0,0.0
329,1.0,16.0,1.0,0.0,1.0,1.0,0.0,4.077184839375167,1.0,1.0,0.0,0.0
330,1.0,24.0,0.0,0.0,2.0,0.0,1.0,3.188416617383492,0.0,0.0,1.0,0.0
331,0.0,45.5,1.0,0.0,0.0,0.0,0.0,3.3843902633457743,1.0,0.0,0.0,0.0
332,0.0,38.0,1.0,0.0,1.0,1.0,0.0,5.039951348430309,1.0,0.0,0.0,0.0
333,0.0,16.0,0.0,0.0,2.0,0.0,1.0,2.9444389791664403,0.0,0.0,0.0,0.0
334,1.0,35.0,1.0,0.0,1.0,1.0,0.0,4.902678819257608,0.0,0.0,0.0,0.0
335,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
336,0.0,29.0,1.0,0.0,1.0,1.0,0.0,4.213607983048918,1.0,0.0,0.0,0.0
337,1.0,41.0,1.0,0.0,0.0,0.0,0.0,4.908971640319756,1.0,1.0,0.0,0.0
338,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
339,0.0,45.0,1.0,0.0,0.0,0.0,0.0,3.597312260588446,1.0,0.0,0.0,0.0
340,0.0,2.0,0.0,1.0,2.0,0.0,1.0,3.295836866004329,1.0,0.0,0.0,0.0
341,1.0,24.0,1.0,0.0,5.0,0.0,1.0,5.575949103146316,1.0,0.0,0.0,0.0
342,0.0,28.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
343,0.0,25.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
344,0.0,36.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
345,1.0,24.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,1.0,0.0,0.0,0.0
346,1.0,40.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
347,1.0,18.0,0.0,0.0,1.0,1.0,0.0,2.8390784635086144,0.0,0.0,0.0,0.0
348,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.827313621929028,0.0,0.0,0.0,0.0
349,0.0,42.0,0.0,0.0,0.0,0.0,0.0,2.2682524139135403,0.0,0.0,0.0,0.0
350,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.3248357019288655,0.0,0.0,0.0,0.0
351,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.58351893845611,1.0,0.0,0.0,0.0
352,0.0,15.0,0.0,0.0,2.0,0.0,1.0,2.1076888046179385,0.0,1.0,0.0,0.0
353,0.0,25.0,0.0,0.0,1.0,1.0,0.0,2.933856869835904,0.0,0.0,0.0,0.0
354,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.1071782966514356,0.0,1.0,0.0,0.0
355,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.3513752571634776,0.0,0.0,0.0,0.0
356,1.0,22.0,1.0,0.0,1.0,1.0,0.0,4.02535169073515,1.0,0.0,0.0,0.0
357,1.0,38.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
358,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1837114628556327,0.0,0.0,1.0,0.0
359,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1837114628556327,0.0,0.0,1.0,0.0
360,0.0,40.0,0.0,0.0,5.0,0.0,1.0,3.3638415951183864,0.0,0.0,0.0,0.0
361,0.0,29.0,0.0,1.0,1.0,1.0,0.0,3.357621598945279,0.0,1.0,0.0,0.0
362,1.0,45.0,0.0,0.0,1.0,1.0,0.0,2.737880811060884,0.0,1.0,0.0,0.0
363,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.085672091430472,0.0,0.0,0.0,0.0
364,0.0,25.5,0.0,0.0,1.0,1.0,0.0,2.803360380906535,0.0,0.0,1.0,0.0
365,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
366,1.0,60.0,1.0,0.0,1.0,1.0,0.0,4.334017415487521,1.0,1.0,0.0,0.0
367,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1076888046179385,0.0,1.0,0.0,0.0
368,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
369,1.0,24.0,1.0,0.0,0.0,0.0,0.0,4.252771798816619,1.0,1.0,0.0,0.0
370,0.0,25.0,1.0,0.0,1.0,1.0,0.0,4.0332082470129285,1.0,1.0,0.0,0.0
371,0.0,18.0,0.0,0.0,1.0,1.0,0.0,2.0143428636837015,0.0,0.0,0.0,0.0
372,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
373,0.0,22.0,1.0,0.0,0.0,0.0,0.0,4.91730069488021,0.0,1.0,0.0,0.0
374,1.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0944457464900235,0.0,0.0,0.0,0.0
375,1.0,35.0,1.0,0.0,1.0,1.0,0.0,4.420896324687287,0.0,1.0,0.0,0.0
376,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
377,0.0,27.0,1.0,0.0,2.0,0.0,1.0,5.358941988364472,1.0,1.0,0.0,0.0
378,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.6119347926326877,0.0,1.0,0.0,0.0
379,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.1719067693519296,0.0,0.0,0.0,0.0
380,1.0,42.0,1.0,0.0,0.0,0.0,0.0,5.4316456135398825,0.0,1.0,0.0,0.0
381,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.817902613071225,0.0,1.0,0.0,0.0
382,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.188856327665703,0.0,0.0,0.0,0.0
383,1.0,35.0,1.0,0.0,1.0,1.0,0.0,3.970291913552122,0.0,0.0,0.0,0.0
384,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
385,0.0,18.0,0.0,1.0,0.0,0.0,0.0,4.310799125385514,0.0,0.0,0.0,0.0
386,0.0,1.0,0.0,0.0,7.0,0.0,1.0,3.8691155044168695,0.0,0.0,0.0,0.0
387,1.0,36.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
388,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1666737276227077,0.0,0.0,1.0,0.0
389,1.0,17.0,0.0,1.0,0.0,0.0,0.0,2.5649493574615367,0.0,1.0,0.0,0.0
390,0.0,36.0,1.0,0.0,3.0,0.0,1.0,4.795790545596741,1.0,0.0,0.0,0.0
391,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.174274334826008,0.0,0.0,0.0,0.0
392,0.0,28.0,0.0,0.0,2.0,0.0,1.0,2.188856327665703,0.0,0.0,0.0,0.0
393,1.0,23.0,1.0,0.0,1.0,1.0,0.0,4.738607824217808,1.0,1.0,0.0,0.0
394,1.0,24.0,0.0,0.0,2.0,0.0,1.0,2.8735646395797834,1.0,0.0,0.0,0.0
395,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.174274334826008,0.0,0.0,0.0,0.0
396,1.0,31.0,0.0,0.0,0.0,0.0,0.0,2.180891922715322,0.0,0.0,0.0,0.0
397,0.0,46.0,0.0,1.0,0.0,0.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
398,0.0,23.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
399,1.0,28.0,0.0,1.0,0.0,0.0,0.0,2.613739521630969,0.0,0.0,0.0,0.0
400,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2.188856327665703,0.0,0.0,0.0,0.0
401,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
402,1.0,21.0,0.0,0.0,1.0,1.0,0.0,2.3818582738885534,0.0,0.0,0.0,0.0
403,0.0,28.0,0.0,0.0,1.0,1.0,0.0,2.8243506567983707,0.0,0.0,0.0,0.0
404,1.0,20.0,0.0,0.0,0.0,0.0,0.0,2.2682524139135403,0.0,0.0,0.0,0.0
405,0.0,34.0,0.0,1.0,1.0,1.0,0.0,3.091042453358316,0.0,0.0,0.0,0.0
406,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,0.0,0.0
407,0.0,3.0,0.0,1.0,2.0,0.0,1.0,2.9831534913471307,0.0,0.0,0.0,0.0
408,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.1719067693519296,0.0,0.0,0.0,0.0
409,1.0,24.0,0.0,0.0,4.0,0.0,1.0,3.275887339030031,0.0,0.0,0.0,0.0
410,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
411,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.061570298060867,0.0,0.0,1.0,0.0
412,1.0,33.0,1.0,0.0,1.0,1.0,0.0,4.51085950651685,1.0,0.0,1.0,0.0
413,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0.0,44.0,0.0,0.0,0.0,0.0,0.0,2.188856327665703,0.0,0.0,0.0,0.0
415,1.0,23.5,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
416,1.0,34.0,0.0,1.0,2.0,0.0,1.0,3.5115454388310208,0.0,0.0,0.0,0.0
417,1.0,18.0,0.0,1.0,2.0,0.0,1.0,2.6390573296152584,0.0,0.0,0.0,0.0
418,0.0,30.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
419,1.0,10.0,0.0,0.0,2.0,0.0,1.0,3.224857896545748,0.0,0.0,0.0,0.0
420,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,1.0,0.0,0.0
421,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.167143305297764,0.0,0.0,1.0,0.0
422,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.1832383353614797,0.0,0.0,0.0,0.0
423,1.0,28.0,0.0,0.0,2.0,0.0,1.0,2.7343675094195836,0.0,0.0,0.0,0.0
424,0.0,18.0,0.0,0.0,2.0,0.0,1.0,3.0545906305603445,0.0,0.0,0.0,0.0
425,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
426,1.0,28.0,0.0,1.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
427,1.0,19.0,0.0,1.0,0.0,0.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
428,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
429,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,1.0,0.0,0.0,0.0
430,0.0,28.0,1.0,0.0,0.0,0.0,0.0,3.3160025355989236,1.0,0.0,0.0,0.0
431,1.0,18.0,0.0,0.0,1.0,1.0,0.0,2.8390784635086144,0.0,0.0,0.0,0.0
432,1.0,42.0,0.0,1.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
433,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.094945728215801,0.0,0.0,0.0,0.0
434,0.0,50.0,1.0,0.0,1.0,1.0,0.0,4.041295341132285,1.0,0.0,0.0,0.0
435,1.0,14.0,1.0,0.0,3.0,0.0,1.0,4.795790545596741,1.0,0.0,0.0,0.0
436,1.0,21.0,0.0,0.0,4.0,0.0,1.0,3.5660053559634015,0.0,0.0,0.0,0.0
437,1.0,24.0,0.0,1.0,5.0,0.0,1.0,2.9831534913471307,0.0,0.0,0.0,0.0
438,0.0,64.0,1.0,0.0,5.0,0.0,1.0,5.575949103146316,1.0,0.0,0.0,0.0
439,0.0,31.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
440,1.0,45.0,0.0,1.0,2.0,0.0,1.0,3.305053521109253,0.0,0.0,0.0,0.0
441,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.3513752571634776,0.0,0.0,0.0,0.0
442,0.0,25.0,0.0,0.0,1.0,1.0,0.0,2.1719067693519296,0.0,0.0,0.0,0.0
443,1.0,28.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
444,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.2096470973347766,0.0,0.0,0.0,0.0
445,0.0,4.0,1.0,0.0,2.0,0.0,1.0,4.417131919904876,1.0,0.0,0.0,0.0
446,1.0,13.0,0.0,1.0,1.0,1.0,0.0,3.0204248861443626,0.0,0.0,0.0,0.0
447,0.0,34.0,1.0,0.0,0.0,0.0,0.0,3.3160025355989236,0.0,0.0,0.0,0.0
448,1.0,5.0,0.0,0.0,3.0,0.0,1.0,3.0085645861193133,0.0,1.0,0.0,0.0
449,0.0,52.0,1.0,0.0,0.0,0.0,0.0,3.449987545831587,1.0,0.0,0.0,0.0
450,0.0,36.0,0.0,1.0,3.0,0.0,1.0,3.3586377672433594,0.0,0.0,0.0,0.0
451,0.0,25.5,0.0,0.0,1.0,1.0,0.0,3.0429354648621407,0.0,0.0,0.0,0.0
452,0.0,30.0,1.0,0.0,0.0,0.0,0.0,3.3586377672433594,1.0,1.0,0.0,0.0
453,0.0,49.0,1.0,0.0,1.0,1.0,0.0,4.500966778400217,1.0,1.0,0.0,0.0
454,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
455,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,1.0,0.0,0.0
456,0.0,65.0,1.0,0.0,0.0,0.0,0.0,3.3160025355989236,1.0,0.0,0.0,0.0
457,1.0,35.0,1.0,0.0,1.0,1.0,0.0,3.967694202798607,1.0,0.0,0.0,0.0
458,1.0,50.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
459,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
460,0.0,48.0,1.0,0.0,0.0,0.0,0.0,3.3160025355989236,1.0,0.0,0.0,0.0
461,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
462,0.0,47.0,1.0,0.0,0.0,0.0,0.0,3.676300671907076,1.0,0.0,0.0,0.0
463,0.0,48.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
464,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
465,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.085672091430472,0.0,0.0,0.0,0.0
466,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,0.0,56.0,1.0,0.0,0.0,0.0,0.0,3.3160025355989236,0.0,0.0,0.0,0.0
468,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1661924680884908,0.0,0.0,1.0,0.0
469,1.0,24.0,0.0,0.0,3.0,0.0,1.0,3.0085645861193133,0.0,1.0,0.0,0.0
470,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
471,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.2682524139135403,0.0,0.0,0.0,0.0
472,1.0,33.0,0.0,1.0,3.0,0.0,1.0,3.3586377672433594,0.0,0.0,0.0,0.0
473,1.0,23.0,0.0,1.0,0.0,0.0,0.0,2.694066212646058,1.0,1.0,0.0,0.0
474,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.38301234210666,0.0,0.0,0.0,0.0
475,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.970291913552122,1.0,0.0,0.0,0.0
476,0.0,34.0,0.0,1.0,1.0,1.0,0.0,3.091042453358316,0.0,0.0,0.0,0.0
477,0.0,29.0,0.0,0.0,1.0,1.0,0.0,2.0851502161468174,0.0,0.0,0.0,0.0
478,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.142510233146819,0.0,0.0,0.0,0.0
479,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.586823743668066,0.0,0.0,0.0,0.0
480,0.0,9.0,0.0,0.0,7.0,0.0,1.0,3.8691155044168695,0.0,0.0,0.0,0.0
481,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
483,1.0,63.0,0.0,0.0,0.0,0.0,0.0,2.3596740599781727,0.0,0.0,0.0,0.0
484,0.0,25.0,1.0,0.0,1.0,1.0,0.0,4.5226490762785785,1.0,1.0,0.0,0.0
485,1.0,24.0,0.0,0.0,4.0,0.0,1.0,3.275887339030031,0.0,0.0,0.0,0.0
486,1.0,35.0,1.0,0.0,1.0,1.0,0.0,4.51085950651685,1.0,0.0,0.0,0.0
487,0.0,58.0,1.0,0.0,0.0,0.0,0.0,3.4242626545931514,1.0,1.0,0.0,0.0
488,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
489,0.0,9.0,0.0,0.0,2.0,0.0,1.0,2.827313621929028,0.0,0.0,0.0,0.0
490,0.0,25.5,0.0,0.0,1.0,1.0,0.0,3.0429354648621407,0.0,0.0,0.0,0.0
491,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
492,0.0,55.0,1.0,0.0,0.0,0.0,0.0,3.449987545831587,1.0,0.0,0.0,0.0
493,0.0,71.0,1.0,0.0,0.0,0.0,0.0,3.922056501139853,0.0,1.0,0.0,0.0
494,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
495,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.738146075922933,0.0,1.0,0.0,0.0
496,1.0,54.0,1.0,0.0,1.0,1.0,0.0,4.37281811610993,1.0,1.0,0.0,0.0
497,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.7788192719904172,0.0,0.0,0.0,0.0
498,1.0,25.0,1.0,0.0,3.0,0.0,1.0,5.027492411162679,1.0,0.0,0.0,0.0
499,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.174274334826008,0.0,0.0,0.0,0.0
500,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.2682524139135403,0.0,0.0,0.0,0.0
501,1.0,21.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
502,1.0,23.5,0.0,0.0,0.0,0.0,0.0,2.155151800914312,0.0,0.0,1.0,0.0
503,1.0,37.0,0.0,0.0,0.0,0.0,0.0,2.3596740599781727,0.0,0.0,0.0,0.0
504,1.0,16.0,1.0,0.0,0.0,0.0,0.0,4.471638793363569,1.0,0.0,0.0,0.0
505,0.0,18.0,1.0,0.0,1.0,1.0,0.0,4.699570861409576,1.0,1.0,0.0,0.0
506,1.0,33.0,0.0,1.0,2.0,0.0,1.0,3.295836866004329,0.0,0.0,0.0,0.0
507,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.3160025355989236,0.0,0.0,0.0,0.0
